date,category,supplier,warehouse,order_status,units_sold,inventory_level,transportation_cost,order_accuracy,lead_time,backorder,cost_of_goods_sold,average_inventory,warehouse_capacity,sku,defect_rate,route,transportation_mode,manufacturing_cost,location,revenue_generated,cost,shipping_cost
19-01-2022,Accessories,Supplier C,Warehouse 3,Fulfilled,58,2061,11378.94153,TRUE,19,FALSE,9267.608954,2010.5,9898,SKU68,1.983467872,Route A,Rail,97.11358156,Bangalore,7038.76,3333.04,51.56
20-01-2022,Electronics,Supplier C,Warehouse 2,Fulfilled,545,1960,11282.2365,FALSE,16,FALSE,63813.1111,3084.5,7987,SKU0,0.226410361,Route B,Rail,46.27987924,Mumbai,4167.67,2920.49,213.91
21-01-2022,Accessories,Supplier A,Warehouse 1,Fulfilled,244,4209,3989.883051,TRUE,15,FALSE,18097.82398,2998,7363,SKU87,3.693737788,Route B,Rail,28.69699682,Chennai,2583.42,1471.34,144.34
22-01-2022,Clothing,Supplier D,Warehouse 2,Pending,382,1787,10243.654,TRUE,27,TRUE,19053.77912,1096.5,7479,SKU39,1.451972204,Route B,Sea,9.005807429,Kolkata,7811.11,5299.23,476.52
23-01-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,65,406,10597.25527,TRUE,7,FALSE,2047.762455,1374.5,8898,SKU0,0.226410361,Route B,Sea,46.27987924,Mumbai,550.73,230.23,24.09
24-01-2022,Electronics,Supplier C,Warehouse 1,Pending,904,2343,14699.31773,TRUE,21,FALSE,125130.874,2217.5,6187,SKU85,1.374429,Route B,Rail,69.92934552,Chennai,953.6,579.58,47.96
25-01-2022,Electronics,Supplier D,Warehouse 2,Fulfilled,185,2092,8025.814557,FALSE,21,FALSE,23520.16602,2262,6782,SKU42,4.939255289,Route A,Road,96.42282064,Bangalore,715.82,454.55,24.84
26-01-2022,Accessories,Supplier A,Warehouse 1,Pending,606,2432,5377.708989,TRUE,27,FALSE,115437.2154,2653.5,7648,SKU94,1.463607498,Route B,Road,60.38737861,Delhi,1224.38,607.84,9.91
27-01-2022,Electronics,Supplier C,Warehouse 2,Fulfilled,500,2875,8604.821984,TRUE,14,FALSE,57311.74503,1589,5854,SKU59,0.447194015,Route A,Sea,1.900762244,Kolkata,456.37,211.22,5.7
28-01-2022,Accessories,Supplier B,Warehouse 2,Fulfilled,646,303,14573.04273,TRUE,23,FALSE,60688.90103,2197.5,9854,SKU61,4.367470538,Route A,Rail,78.70239397,Kolkata,3412.33,1654.34,184.69
29-01-2022,Accessories,Supplier C,Warehouse 2,Fulfilled,740,4092,9539.470104,TRUE,22,FALSE,100686.5078,3825.5,9893,SKU58,1.73037472,Route B,Road,65.04741509,Delhi,1447.77,803.31,115.34
30-01-2022,Electronics,Supplier B,Warehouse 2,Fulfilled,949,3559,10861.15402,TRUE,17,FALSE,138418.8263,4091.5,6454,SKU5,2.779193512,Route A,Rail,56.76647556,Bangalore,415.38,184.25,3
31-01-2022,Clothing,Supplier D,Warehouse 3,Fulfilled,224,4624,1389.48618,TRUE,8,TRUE,5228.272129,2914,5850,SKU98,2.908122169,Route A,Air,5.604690864,Chennai,654.86,541.11,30.66
01-02-2022,Clothing,Supplier D,Warehouse 3,Pending,389,1204,7745.406839,TRUE,13,TRUE,25455.23221,2057,8728,SKU20,4.231416574,Route B,Road,65.68625961,Chennai,2473.81,1440.37,151.71
02-02-2022,Clothing,Supplier D,Warehouse 2,Fulfilled,171,2910,13085.51631,TRUE,23,FALSE,24087.4782,1883.5,6339,SKU22,2.591275473,Route C,Rail,50.12083961,Kolkata,4180.25,3193.86,280.11
03-02-2022,Accessories,Supplier A,Warehouse 1,Fulfilled,569,857,13916.67882,TRUE,29,FALSE,31472.81776,2737.5,5027,SKU34,0.646604559,Route B,Road,10.75427282,Chennai,13316.12,11165.41,611.08
04-02-2022,Electronics,Supplier D,Warehouse 2,Fulfilled,953,4618,3696.349331,TRUE,8,FALSE,134277.5955,3135,9033,SKU70,1.830575599,Route C,Rail,11.44078182,Bangalore,33318.31,14537.81,1715.68
05-02-2022,Furniture,Supplier D,Warehouse 2,Fulfilled,116,1652,5228.537821,TRUE,16,FALSE,17087.75414,3210.5,9458,SKU23,1.342291563,Route A,Air,98.60995724,Kolkata,2736.43,1897.03,156.67
06-02-2022,Accessories,Supplier C,Warehouse 3,Fulfilled,196,4769,2174.835059,FALSE,1,FALSE,17215.47908,2721.5,6630,SKU91,0.626001858,Route B,Road,39.7728825,Delhi,672.14,532.42,46.66
07-02-2022,Clothing,Supplier A,Warehouse 3,Pending,398,674,3872.756001,TRUE,24,FALSE,38998.08321,515.5,8218,SKU88,0.722204402,Route A,Sea,68.18491906,Mumbai,214.42,146.97,3.04
08-02-2022,Furniture,Supplier A,Warehouse 1,Fulfilled,638,357,12946.3564,TRUE,3,FALSE,71223.12694,1723.5,7533,SKU31,2.989000007,Route C,Sea,60.25114566,Chennai,2363.06,1401.44,175.96
09-02-2022,Accessories,Supplier D,Warehouse 2,Fulfilled,343,3090,5712.237017,TRUE,26,FALSE,60128.56481,3784,9873,SKU91,0.626001858,Route B,Road,39.7728825,Delhi,801.96,476.35,5.57
10-02-2022,Accessories,Supplier C,Warehouse 3,Fulfilled,672,4478,1660.264911,TRUE,25,FALSE,121999.5297,2809,5235,SKU3,4.746648621,Route A,Rail,35.6247414,Kolkata,1193.5,496.68,80.82
11-02-2022,Clothing,Supplier D,Warehouse 1,Fulfilled,445,1140,11164.22116,TRUE,15,FALSE,27504.48464,1808,5405,SKU68,1.983467872,Route A,Road,97.11358156,Bangalore,980.34,627.98,10.54
12-02-2022,Furniture,Supplier D,Warehouse 1,Fulfilled,567,2476,11081.67242,TRUE,24,TRUE,75902.46896,1445,8444,SKU91,0.626001858,Route B,Sea,39.7728825,Delhi,1570.59,1330.44,30.78
13-02-2022,Furniture,Supplier A,Warehouse 3,Fulfilled,84,414,13662.3866,FALSE,24,FALSE,11800.28742,2069.5,7826,SKU69,1.362387989,Route A,Road,77.62776581,Kolkata,5249.98,4364.93,27.78
14-02-2022,Electronics,Supplier D,Warehouse 3,Canceled,78,3725,10304.28134,TRUE,9,FALSE,6624.898341,2263.5,8484,SKU0,0.226410361,Route B,Sea,46.27987924,Mumbai,2115.5,884.66,81.22
15-02-2022,Electronics,Supplier D,Warehouse 2,Fulfilled,397,802,14416.8649,TRUE,13,TRUE,30631.8127,2045.5,7417,SKU72,3.213329607,Route B,Road,55.7604929,Bangalore,1542.82,1107.14,46.4
16-02-2022,Accessories,Supplier D,Warehouse 3,Fulfilled,827,3289,7339.63212,TRUE,23,FALSE,88254.17281,1946,9645,SKU99,0.346027291,Route B,Road,38.07289852,Chennai,641.84,343.9,11.2
17-02-2022,Furniture,Supplier C,Warehouse 3,Fulfilled,388,603,9596.054987,TRUE,19,FALSE,29558.42346,1512.5,5524,SKU1,4.854068026,Route B,Rail,33.61676895,Mumbai,338.77,273.16,13.15
18-02-2022,Electronics,Supplier C,Warehouse 1,Fulfilled,436,2422,11189.67874,TRUE,17,FALSE,47476.24462,2539,6719,SKU71,2.078750608,Route A,Sea,30.66167748,Bangalore,1111.75,467.27,39.11
19-02-2022,Clothing,Supplier B,Warehouse 1,Fulfilled,928,2656,8287.710106,TRUE,24,FALSE,92476.78376,1802,8138,SKU61,4.367470538,Route A,Air,78.70239397,Kolkata,1713.37,1406.92,107.21
20-02-2022,Accessories,Supplier B,Warehouse 1,Fulfilled,172,948,3536.556227,TRUE,15,FALSE,8522.014048,1648,5571,SKU1,4.854068026,Route B,Sea,33.61676895,Mumbai,10592.8,8229.17,762.52
21-02-2022,Clothing,Supplier D,Warehouse 1,Pending,974,2348,11334.924,TRUE,7,FALSE,160850.2078,1410,9802,SKU94,1.463607498,Route B,Air,60.38737861,Delhi,2059.62,932.75,111.1
22-02-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,832,472,9643.062448,TRUE,18,FALSE,116670.2069,2312,8284,SKU96,3.872047681,Route A,Rail,17.80375633,Mumbai,4830.67,2062.31,69.23
23-02-2022,Furniture,Supplier A,Warehouse 1,Pending,939,4152,12892.7881,TRUE,16,FALSE,64415.74561,4094.5,9967,SKU16,1.012563089,Route A,Sea,77.1063425,Bangalore,1097.41,851.17,29.8
24-02-2022,Electronics,Supplier C,Warehouse 3,Canceled,856,4037,1817.709806,TRUE,1,FALSE,154058.046,3434,6779,SKU46,3.648610593,Route B,Road,77.32235321,Chennai,552.83,259.88,40.63
25-02-2022,Electronics,Supplier A,Warehouse 3,Fulfilled,300,2831,941.638217,TRUE,14,FALSE,6117.941103,3503.5,5746,SKU30,0.965394705,Route C,Road,51.6348934,Kolkata,688.75,441.29,8.03
26-02-2022,Accessories,Supplier C,Warehouse 1,Fulfilled,379,4176,13174.58221,TRUE,16,FALSE,60206.95385,2636.5,6267,SKU78,4.096881332,Route C,Air,71.12651472,Mumbai,875.48,710.97,31.09
27-02-2022,Furniture,Supplier C,Warehouse 3,Fulfilled,492,1097,3496.326181,TRUE,8,FALSE,53742.18491,2764.5,5466,SKU62,1.874001404,Route C,Sea,21.04864273,Mumbai,15191.17,9955.56,1149.79
28-02-2022,Furniture,Supplier A,Warehouse 3,Fulfilled,529,4432,13885.94632,TRUE,14,FALSE,105765.3043,4633,9189,SKU19,3.646450865,Route C,Road,82.37332059,Chennai,795.22,460.24,60.67
01-03-2022,Accessories,Supplier C,Warehouse 3,Pending,102,4834,5558.621041,TRUE,14,FALSE,6167.564835,3055,8728,SKU0,0.226410361,Route B,Rail,46.27987924,Mumbai,4181.77,2510.14,149.88
02-03-2022,Electronics,Supplier D,Warehouse 3,Fulfilled,603,1276,4550.505269,TRUE,1,FALSE,114989.5002,2385,6320,SKU82,4.137877049,Route C,Sea,4.465278435,Mumbai,732.95,314,40.35
03-03-2022,Furniture,Supplier C,Warehouse 3,Fulfilled,246,3494,8614.444407,TRUE,14,FALSE,10127.31102,2072.5,5324,SKU12,2.161253748,Route B,Sea,32.32128621,Kolkata,4589.71,3836.72,180.17
04-03-2022,Clothing,Supplier A,Warehouse 2,Canceled,776,651,4658.119725,TRUE,12,TRUE,105723.9972,2795.5,5422,SKU97,3.376237835,Route A,Road,65.76515593,Mumbai,2656.99,1434.23,163.43
05-03-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,502,4940,10046.79413,TRUE,29,FALSE,33580.35637,4706,6398,SKU31,2.989000007,Route C,Air,60.25114566,Chennai,1545.9,750.09,11.39
06-03-2022,Clothing,Supplier C,Warehouse 2,Fulfilled,465,4472,1021.503465,TRUE,10,FALSE,30409.14424,4034.5,6586,SKU7,0.398177187,Route C,Rail,99.4661086,Bangalore,1735.82,917.77,27.45
07-03-2022,Accessories,Supplier B,Warehouse 1,Fulfilled,711,3597,12696.05598,TRUE,25,FALSE,108893.1983,2553.5,9112,SKU2,4.580592619,Route C,Rail,30.68801935,Mumbai,939.37,783.41,47.97
08-03-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,478,1510,14759.1147,TRUE,28,FALSE,93606.82018,1413,5235,SKU33,3.541046012,Route A,Air,23.85342751,Chennai,2824.46,1249.62,63.38
09-03-2022,Electronics,Supplier A,Warehouse 1,Canceled,314,1316,9311.441795,TRUE,9,FALSE,59100.0302,1411.5,8438,SKU31,2.989000007,Route C,Road,60.25114566,Chennai,1147.13,906.56,63.04
10-03-2022,Furniture,Supplier B,Warehouse 2,Fulfilled,482,1507,14462.89092,TRUE,13,FALSE,25780.31516,2860.5,5988,SKU78,4.096881332,Route C,Road,71.12651472,Mumbai,530.8,381.4,16.64
11-03-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,680,4214,8102.566606,TRUE,21,FALSE,19115.29283,3063,7611,SKU94,1.463607498,Route B,Road,60.38737861,Delhi,503.74,389.65,36.02
12-03-2022,Accessories,Supplier C,Warehouse 1,Fulfilled,228,1912,2605.762789,TRUE,27,FALSE,25023.9191,2800,8058,SKU29,3.878098937,Route B,Road,39.29287559,Kolkata,2148.63,1803.04,142.76
13-03-2022,Electronics,Supplier A,Warehouse 3,Fulfilled,269,3688,6464.28921,TRUE,15,FALSE,19097.93486,1971.5,6910,SKU98,2.908122169,Route A,Rail,5.604690864,Chennai,8769.99,6831.56,368.01
14-03-2022,Clothing,Supplier C,Warehouse 3,Fulfilled,273,255,13424.05207,TRUE,15,FALSE,6963.95409,2237.5,5600,SKU40,4.213269431,Route A,Sea,88.1794071,Kolkata,2121.74,1749.42,133.6
15-03-2022,Furniture,Supplier C,Warehouse 3,Pending,461,4220,6933.670982,TRUE,20,FALSE,71660.21709,2506.5,7430,SKU14,0.100682852,Route B,Air,5.79143663,Kolkata,1605.77,734.03,40.68
16-03-2022,Accessories,Supplier C,Warehouse 3,Fulfilled,728,793,6135.783885,TRUE,27,FALSE,51889.52294,1713,7083,SKU89,1.907665734,Route B,Road,46.60387338,Kolkata,2406.25,1824.19,101.23
17-03-2022,Furniture,Supplier C,Warehouse 2,Pending,959,2633,3954.036814,TRUE,4,FALSE,144262.039,3088,7394,SKU89,1.907665734,Route B,Air,46.60387338,Kolkata,6674.18,4308.54,132.22
18-03-2022,Accessories,Supplier D,Warehouse 1,Pending,912,3543,10736.78636,TRUE,3,FALSE,70992.99661,2312.5,8164,SKU33,3.541046012,Route A,Air,23.85342751,Chennai,2251.57,1451.3,156.63
19-03-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,193,1082,1454.074158,TRUE,13,FALSE,28964.7638,2245.5,8447,SKU46,3.648610593,Route B,Rail,77.32235321,Chennai,1198.8,964.45,80
20-03-2022,Clothing,Supplier B,Warehouse 2,Fulfilled,812,3409,4515.841963,TRUE,14,TRUE,54459.80281,3842,6754,SKU54,2.478771976,Route B,Road,30.18602338,Kolkata,5465.93,4576.68,397.16
21-03-2022,Clothing,Supplier C,Warehouse 2,Fulfilled,616,4275,2873.297124,TRUE,28,FALSE,69478.36014,4298.5,5608,SKU0,0.226410361,Route B,Air,46.27987924,Mumbai,2775.97,1990.86,196.57
22-03-2022,Clothing,Supplier A,Warehouse 3,Pending,134,4322,12632.58045,TRUE,24,FALSE,6893.755081,2256.5,8286,SKU21,0.018607568,Route C,Air,61.73572895,Chennai,8398.06,5184.31,646.4
23-03-2022,Furniture,Supplier D,Warehouse 3,Fulfilled,234,191,7639.825508,TRUE,8,FALSE,39719.12525,1278.5,8552,SKU32,1.946036119,Route A,Road,29.69246715,Kolkata,2171.63,1314.67,48.05
24-03-2022,Clothing,Supplier B,Warehouse 2,Fulfilled,552,2366,4393.3213,TRUE,25,FALSE,12873.90993,3245.5,8709,SKU36,3.805533379,Route C,Road,45.53136424,Delhi,531.41,304.95,39.8
25-03-2022,Furniture,Supplier C,Warehouse 2,Fulfilled,74,4125,2129.596018,TRUE,8,TRUE,10224.20061,3036.5,8043,SKU24,3.691310293,Route A,Sea,40.3823597,Bangalore,460.28,259.01,22.02
26-03-2022,Electronics,Supplier D,Warehouse 3,Fulfilled,475,1948,14571.35896,TRUE,21,FALSE,16265.55425,1154.5,8781,SKU21,0.018607568,Route C,Road,61.73572895,Chennai,9423.18,5429.43,345.71
27-03-2022,Electronics,Supplier A,Warehouse 3,Pending,183,361,6384.275337,TRUE,11,FALSE,28434.92629,1899,9152,SKU18,2.231939111,Route A,Road,27.10798085,Kolkata,10134.15,4462.97,476.59
28-03-2022,Clothing,Supplier B,Warehouse 1,Pending,432,3437,5716.946494,TRUE,22,FALSE,12098.5462,3706,9428,SKU76,2.180037452,Route A,Air,64.3235978,Bangalore,1510.93,657.02,46.38
29-03-2022,Accessories,Supplier D,Warehouse 2,Fulfilled,221,3975,9633.149803,TRUE,13,FALSE,28738.20566,4045.5,7090,SKU77,3.055141818,Route B,Sea,42.95244475,Kolkata,1232.52,925.55,32.84
30-03-2022,Furniture,Supplier B,Warehouse 2,Fulfilled,499,4116,11049.66401,FALSE,1,TRUE,45364.07385,3921,5762,SKU4,3.145579523,Route A,Road,92.0651606,Delhi,7796.61,4683.68,180.09
31-03-2022,Electronics,Supplier C,Warehouse 2,Fulfilled,71,3726,11369.40712,TRUE,16,TRUE,7708.759224,2135.5,5486,SKU39,1.451972204,Route B,Rail,9.005807429,Kolkata,597.62,489.34,6.68
01-04-2022,Electronics,Supplier A,Warehouse 1,Pending,654,545,8331.150168,TRUE,13,FALSE,30162.43578,2100,5530,SKU46,3.648610593,Route B,Sea,77.32235321,Chennai,738.98,499.18,31.22
02-04-2022,Furniture,Supplier D,Warehouse 1,Fulfilled,147,3655,9519.133238,TRUE,5,FALSE,23664.03975,2974.5,9492,SKU6,1.000910619,Route A,Air,1.08506857,Kolkata,3440.34,1430.6,246.27
03-04-2022,Furniture,Supplier D,Warehouse 1,Fulfilled,930,2294,11429.63893,FALSE,27,FALSE,99302.45505,2880.5,9025,SKU95,1.21088213,Route A,Road,58.89068577,Mumbai,1218.52,573.78,63.68
04-04-2022,Clothing,Supplier D,Warehouse 3,Fulfilled,245,3467,9924.305423,TRUE,19,TRUE,42674.65747,3541.5,8186,SKU99,0.346027291,Route B,Air,38.07289852,Chennai,1798.81,886.13,79.28
05-04-2022,Electronics,Supplier D,Warehouse 3,Canceled,771,3616,8432.413368,FALSE,8,FALSE,126241.5082,3291.5,8621,SKU56,1.173755495,Route B,Sea,12.83628457,Mumbai,1535.42,1288.34,57.03
06-04-2022,Electronics,Supplier D,Warehouse 2,Canceled,940,2967,12048.55066,FALSE,4,FALSE,43387.54441,2796.5,5434,SKU42,4.939255289,Route A,Rail,96.42282064,Bangalore,2534.05,1263.01,100.93
07-04-2022,Clothing,Supplier D,Warehouse 1,Fulfilled,629,2626,7011.709194,TRUE,26,FALSE,80951.06599,3185.5,5191,SKU56,1.173755495,Route B,Road,12.83628457,Mumbai,7387.04,4669.27,152.88
08-04-2022,Accessories,Supplier A,Warehouse 2,Pending,572,3745,3685.390934,TRUE,27,FALSE,14015.56004,3487,8556,SKU75,2.030069089,Route C,Sea,48.06478264,Chennai,1979.47,1625.7,132.07
09-04-2022,Furniture,Supplier D,Warehouse 3,Fulfilled,427,3229,11031.40076,TRUE,6,FALSE,51030.54117,3746.5,8125,SKU87,3.693737788,Route B,Sea,28.69699682,Chennai,3442.45,2890.75,68.43
10-04-2022,Clothing,Supplier C,Warehouse 1,Fulfilled,656,4264,14225.67931,TRUE,15,FALSE,128945.4464,2766,5515,SKU98,2.908122169,Route A,Air,5.604690864,Chennai,232.72,117.84,13.67
11-04-2022,Electronics,Supplier A,Warehouse 2,Fulfilled,413,1268,4290.26109,TRUE,26,FALSE,47247.56799,2756,6662,SKU48,1.698112541,Route B,Road,23.12636358,Mumbai,1722.07,726.89,106.77
12-04-2022,Electronics,Supplier D,Warehouse 3,Fulfilled,978,4244,5670.829237,TRUE,28,FALSE,148307.5532,2214,7395,SKU0,0.226410361,Route B,Road,46.27987924,Mumbai,778.03,364.99,37.44
13-04-2022,Clothing,Supplier B,Warehouse 2,Fulfilled,235,184,12853.55418,TRUE,14,FALSE,11702.37562,1716.5,6542,SKU12,2.161253748,Route B,Air,32.32128621,Kolkata,534.42,229,37.26
14-04-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,470,3249,10683.7122,TRUE,20,FALSE,81416.414,3581.5,6135,SKU68,1.983467872,Route A,Air,97.11358156,Bangalore,751.33,366.5,20.16
15-04-2022,Clothing,Supplier D,Warehouse 3,Fulfilled,471,3914,7557.890201,TRUE,5,FALSE,32127.89236,2447,5442,SKU35,0.541154098,Route C,Sea,58.00478704,Delhi,1294.5,849,92.07
16-04-2022,Furniture,Supplier B,Warehouse 3,Fulfilled,797,980,14248.87835,TRUE,3,FALSE,158947.9415,1148,6090,SKU10,1.727313928,Route B,Rail,96.52735279,Kolkata,4518.35,3662.58,269.77
17-04-2022,Clothing,Supplier A,Warehouse 3,Fulfilled,771,1316,13306.29927,TRUE,9,FALSE,28586.15751,2077,7157,SKU68,1.983467872,Route A,Rail,97.11358156,Bangalore,479.91,307.98,31.15
18-04-2022,Clothing,Supplier A,Warehouse 2,Fulfilled,732,2838,10521.03512,TRUE,16,FALSE,57999.24045,2202.5,6317,SKU33,3.541046012,Route A,Rail,23.85342751,Chennai,1864.28,1270.87,102.24
19-04-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,184,1567,14737.50853,TRUE,11,FALSE,35130.82311,1524,8266,SKU68,1.983467872,Route A,Rail,97.11358156,Bangalore,1114.13,546.86,76.29
20-04-2022,Furniture,Supplier B,Warehouse 1,Fulfilled,308,1481,10435.42108,TRUE,8,FALSE,26438.37301,2771,6634,SKU76,2.180037452,Route A,Rail,64.3235978,Bangalore,1302.87,990.53,103.56
21-04-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,323,4061,3840.728537,TRUE,28,FALSE,40092.96439,2306.5,6656,SKU28,0.815757079,Route A,Road,59.42938181,Mumbai,4928.34,3341.44,179.94
22-04-2022,Clothing,Supplier C,Warehouse 1,Fulfilled,999,552,10957.75478,TRUE,20,FALSE,190841.4954,2489,9473,SKU2,4.580592619,Route C,Road,30.68801935,Mumbai,3096.77,2442.92,204.52
23-04-2022,Furniture,Supplier C,Warehouse 3,Fulfilled,221,4426,1405.95654,TRUE,26,FALSE,18467.82142,4285,7562,SKU67,0.131955444,Route C,Road,7.057876147,Mumbai,6887.05,5695.45,419.03
24-04-2022,Electronics,Supplier D,Warehouse 1,Canceled,934,4144,9208.796123,TRUE,28,FALSE,59462.07935,4190.5,8595,SKU46,3.648610593,Route B,Sea,77.32235321,Chennai,1549.2,862.22,60.37
25-04-2022,Accessories,Supplier A,Warehouse 3,Fulfilled,536,4237,7737.962582,TRUE,27,FALSE,97347.78829,3688,7470,SKU81,2.547547122,Route B,Road,19.78959294,Delhi,901.5,397.34,67.18
26-04-2022,Accessories,Supplier B,Warehouse 2,Fulfilled,741,3139,976.4221172,TRUE,23,FALSE,32993.29363,4056,6923,SKU73,4.620546065,Route A,Rail,46.8702388,Chennai,1445.4,725.11,49.98
27-04-2022,Furniture,Supplier B,Warehouse 1,Pending,819,4973,1872.874362,TRUE,3,FALSE,126908.5694,4611.5,8155,SKU34,0.646604559,Route B,Rail,10.75427282,Chennai,2304.22,1375.68,109.24
28-04-2022,Accessories,Supplier D,Warehouse 2,Fulfilled,320,4250,1219.105869,TRUE,15,FALSE,24644.63776,2447.5,8231,SKU17,0.102020755,Route C,Road,47.67968037,Chennai,2157.22,1780.92,27.93
29-04-2022,Accessories,Supplier B,Warehouse 2,Fulfilled,166,645,9256.846433,TRUE,12,TRUE,23022.1306,662,6222,SKU63,3.63284329,Route A,Road,20.07500398,Bangalore,611.31,348.6,13.41
30-04-2022,Furniture,Supplier A,Warehouse 3,Fulfilled,751,679,4678.385582,TRUE,19,FALSE,27714.74905,2305.5,5979,SKU54,2.478771976,Route B,Air,30.18602338,Kolkata,1979.28,1478.22,134.69
01-05-2022,Electronics,Supplier B,Warehouse 1,Pending,796,3932,6749.324154,TRUE,4,TRUE,120204.0788,2198,7770,SKU24,3.691310293,Route A,Sea,40.3823597,Bangalore,2271.57,1461.11,78.92
02-05-2022,Clothing,Supplier C,Warehouse 1,Fulfilled,210,464,9524.451006,TRUE,1,TRUE,16534.90573,291,8865,SKU94,1.463607498,Route B,Rail,60.38737861,Delhi,22414.74,10809.82,774.57
03-05-2022,Electronics,Supplier D,Warehouse 3,Pending,590,118,14992.28447,TRUE,27,FALSE,100240.7083,542.5,5604,SKU37,2.610288085,Route A,Road,34.34327747,Kolkata,11811.69,6429.46,276.97
04-05-2022,Clothing,Supplier A,Warehouse 3,Fulfilled,808,967,2588.046747,TRUE,6,FALSE,69809.77509,1767,8370,SKU18,2.231939111,Route A,Road,27.10798085,Kolkata,770.28,534.53,32.25
05-05-2022,Furniture,Supplier B,Warehouse 2,Fulfilled,893,2567,3373.990846,TRUE,12,FALSE,28308.98237,3412,8913,SKU93,4.165781795,Route A,Road,35.63365234,Chennai,1356.44,953.28,88.76
06-05-2022,Accessories,Supplier A,Warehouse 3,Pending,454,4257,10023.82085,TRUE,23,FALSE,30627.55848,2200.5,5993,SKU78,4.096881332,Route C,Road,71.12651472,Mumbai,418.45,249.25,30.19
07-05-2022,Clothing,Supplier A,Warehouse 1,Fulfilled,295,144,4159.824867,TRUE,18,FALSE,8544.7983,328.5,9362,SKU78,4.096881332,Route C,Sea,71.12651472,Mumbai,1001.54,503.66,10.27
08-05-2022,Furniture,Supplier B,Warehouse 3,Fulfilled,954,513,10847.95508,FALSE,21,TRUE,22920.7813,507.5,7275,SKU38,0.613326899,Route B,Road,5.930693646,Mumbai,2478.99,1796.91,119.27
09-05-2022,Accessories,Supplier A,Warehouse 1,Fulfilled,472,502,10765.14328,TRUE,5,FALSE,20739.55996,2515,9034,SKU44,2.96262632,Route A,Air,22.55410662,Delhi,6038.15,2874.12,241.8
10-05-2022,Furniture,Supplier B,Warehouse 3,Pending,204,4528,13175.44936,TRUE,7,FALSE,8976.685688,3356,5286,SKU49,2.825813985,Route A,Sea,14.14781544,Delhi,872.11,716.44,44.54
11-05-2022,Clothing,Supplier D,Warehouse 1,Canceled,911,2184,14339.13031,TRUE,6,TRUE,140312.4334,2670.5,6204,SKU97,3.376237835,Route A,Road,65.76515593,Mumbai,939.98,455.47,36.23
12-05-2022,Accessories,Supplier B,Warehouse 3,Pending,679,3157,5990.776045,TRUE,20,FALSE,17547.27853,2627.5,8776,SKU41,0.045302262,Route A,Sea,95.33206455,Chennai,211.18,94.67,7.37
13-05-2022,Furniture,Supplier D,Warehouse 3,Fulfilled,573,2098,10154.93761,FALSE,29,FALSE,18829.4954,1181,8116,SKU74,0.396612724,Route A,Rail,80.58085216,Delhi,1536.61,958.75,62.07
14-05-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,278,264,9459.066489,TRUE,7,FALSE,49521.00114,1281,6796,SKU90,1.219382224,Route B,Rail,85.67596334,Bangalore,624.9,396.06,30.4
15-05-2022,Electronics,Supplier B,Warehouse 1,Pending,82,2298,1595.232403,TRUE,14,FALSE,13611.92515,3350,9711,SKU9,3.844614479,Route B,Air,47.95760163,Chennai,1064.82,669.44,45.33
16-05-2022,Electronics,Supplier C,Warehouse 3,Pending,987,4402,7616.749368,TRUE,26,FALSE,59649.32502,3828.5,6027,SKU51,1.772951172,Route A,Road,14.19032834,Bangalore,752.3,448.75,30.4
17-05-2022,Clothing,Supplier B,Warehouse 2,Fulfilled,810,3255,4156.08736,TRUE,29,FALSE,34902.75343,3687.5,8333,SKU52,2.122471619,Route C,Road,9.166849149,Mumbai,1645.4,1394.75,109.15
18-05-2022,Furniture,Supplier C,Warehouse 1,Fulfilled,591,4120,11154.04626,TRUE,13,FALSE,15928.03451,3768.5,6665,SKU30,0.965394705,Route C,Sea,51.6348934,Kolkata,311.77,192.93,18.99
19-05-2022,Accessories,Supplier B,Warehouse 1,Pending,406,3417,3122.680604,TRUE,23,FALSE,80607.57575,3721.5,5676,SKU45,3.219604612,Route A,Air,66.31254444,Chennai,416.95,256.45,12.76
